Time,Battery inverter.Idc_bat,Battery inverter.Vdc_bat
2702.5,-1234.4712,368.56873
2703,-1234.4707,368.56973
2703.5,-1234.4484,368.57053
2704,-1234.4489,368.57138
2704.5,-1234.4528,368.57242
2705,-1234.4547,368.5733
2705.5,-1234.4288,368.5741
2706,-1234.3959,368.57584
2706.5,-1234.3844,368.57678
2707,-1234.4043,368.57788
2707.5,-1234.4185,368.57886
2708,-1234.4304,368.5798
2708.5,-1234.3958,368.5807
2709,-1234.3771,368.58163
2709.5,-1234.3505,368.58273
2710,-1234.3147,368.58344
2710.5,-1234.2957,368.58423
2711,-1234.2985,368.58514
2711.5,-1234.3043,368.58615
2712,-1234.283,368.58716
2712.5,-1234.283,368.5882
2713,-1234.2488,368.58917
2713.5,-1234.2468,368.59006
2714,-1234.2496,368.59097
2714.5,-1234.2567,368.59198
2715,-1234.2745,368.59317
2715.5,-1234.2969,368.5943
2716,-1234.3176,368.59525
2716.5,-1234.3099,368.59625
2717,-1234.3151,368.59726
2717.5,-1234.3193,368.5982
2718,-1234.3352,368.5993
2718.5,-1234.3649,368.60052
2719,-1234.3511,368.60165
2719.5,-1234.346,368.6025
2720,-1234.3805,368.60367
2720.5,-1234.4004,368.60486
2721,-1234.3888,368.60587
2721.5,-1234.39,368.6069
2722,-1234.4126,368.60803
2722.5,-1234.4078,368.60907
2723,-1234.4429,368.6103
2723.5,-1234.4634,368.61145
2724,-1234.4464,368.6125
2724.5,-1234.4586,368.61356
2725,-1234.4504,368.61444
2725.5,-1234.3972,368.61523
2726,-1234.4543,368.6165
2726.5,-1234.4854,368.6177
2727,-1234.4631,368.61884
2727.5,-1234.4379,368.6198
2728,-1234.4628,368.62097
2728.5,-1234.4976,368.62204
2729,-1234.5143,368.62323
2729.5,-1234.4971,368.62408
2730,-1234.4945,368.62503
2730.5,-1234.517,368.62616
2731,-1234.5319,368.62738
2731.5,-1234.5437,368.6286
2732,-1234.5447,368.62967
2732.5,-1234.5463,368.6307
2733,-1234.548,368.63174
2733.5,-1234.5385,368.6326
2734,-1234.5662,368.63348
2734.5,-1234.5754,368.63467
2735,-1234.6182,368.63574
2735.5,-1234.6212,368.63693
2736,-1234.6134,368.63794
2736.5,-1234.6002,368.63885
2737,-1234.628,368.64005
2737.5,-1234.651,368.64124
2738,-1234.6584,368.6422
2738.5,-1234.6649,368.6433
2739,-1234.6576,368.64423
2739.5,-1234.6257,368.64502
2740,-1234.6394,368.6462
2740.5,-1234.6266,368.6474
2741,-1234.6201,368.6483
2741.5,-1234.6372,368.6493
2742,-1234.6345,368.65027
2742.5,-1234.6475,368.65143
2743,-1234.6643,368.65247
2743.5,-1234.6837,368.65372
2744,-1234.7134,368.65482
2744.5,-1234.7173,368.65582
2745,-1234.7089,368.65695
2745.5,-1234.6958,368.65793
2746,-1234.662,368.65857
2746.5,-1234.635,368.65952
2747,-1234.609,368.66034
2747.5,-1234.6027,368.66138
2748,-1234.5879,368.6625
2748.5,-1234.6193,368.66354
2749,-1234.6158,368.66464
2749.5,-1234.6133,368.66586
2750,-1234.6262,368.66708
2750.5,-1234.6282,368.66812
2751,-1234.6162,368.66922
2751.5,-1234.629,368.67
2752,-1234.6284,368.67102
2752.5,-1234.6221,368.67212
2753,-1234.6322,368.67313
2753.5,-1234.6368,368.67413
2754,-1234.6293,368.67505
2754.5,-1234.6495,368.67612
2755,-1234.6292,368.67697
2755.5,-1234.6221,368.67792
2756,-1234.6292,368.67883
2756.5,-1234.5907,368.67975
2757,-1234.5869,368.6806
2757.5,-1234.5936,368.68143
2758,-1234.563,368.68222
2758.5,-1234.5613,368.6831
2759,-1234.5338,368.6841
2759.5,-1234.5696,368.68518
2760,-1234.594,368.68625
2760.5,-1234.5963,368.6873
2761,-1234.5841,368.6883
2761.5,-1234.5864,368.68982
2762,-1234.5526,368.69073
2762.5,-1234.4979,368.6917
2763,-1234.4882,368.69278
2763.5,-1234.5096,368.69363
2764,-1234.4943,368.69458
2764.5,-1234.4929,368.69556
2765,-1234.4973,368.6964
2765.5,-1234.4489,368.69724
2766,-1234.4235,368.6984
2766.5,-1234.4133,368.69937
2767,-1234.3759,368.70016
2767.5,-1234.3528,368.7008
2768,-1234.391,368.70187
2768.5,-1234.414,368.70297
2769,-1234.3956,368.70392
2769.5,-1234.3961,368.705
2770,-1234.4175,368.70627
2770.5,-1234.4198,368.7073
2771,-1234.4419,368.70862
2771.5,-1234.4364,368.70956
2772,-1234.4564,368.71048
2772.5,-1234.4972,368.71173
2773,-1234.5105,368.713
2773.5,-1234.4805,368.7139
2774,-1234.4929,368.71497
2774.5,-1234.5187,368.71606
2775,-1234.52,368.717
2775.5,-1234.8926,368.7228
2776,-1234.9556,368.72433
2776.5,-1234.9685,368.7255
2777,-1234.9786,368.72647
2777.5,-1235.0043,368.72775
2778,-1234.9998,368.72882
2778.5,-1234.9988,368.72995
2779,-1234.9729,368.73096
2779.5,-1234.9537,368.73178
2780,-1235.0444,368.73328
2780.5,-1235.097,368.7347
2781,-1235.0957,368.73584
2781.5,-1235.0973,368.73688
2782,-1235.099,368.73788
2782.5,-1235.0471,368.7387
2783,-1234.9913,368.7395
2783.5,-1235.0354,368.74072
2784,-1235.038,368.74173
2784.5,-1234.9954,368.74258
2785,-1234.993,368.7436
2785.5,-1235.0056,368.74457
2786,-1235.0093,368.74576
2786.5,-1235.0547,368.74704
2787,-1235.0612,368.7481
2787.5,-1235.0588,368.74893
2788,-1235.0675,368.74994
2788.5,-1235.0833,368.75104
2789,-1235.1216,368.75198
2789.5,-1235.1405,368.75296
2790,-1235.132,368.75403
2790.5,-1235.1322,368.75525
2791,-1235.1682,368.75653
2791.5,-1235.2003,368.75775
2792,-1235.1743,368.75876
2792.5,-1235.167,368.75998
2793,-1235.1525,368.76093
2793.5,-1235.1392,368.76187
2794,-1235.1168,368.76282
2794.5,-1235.1204,368.76382
2795,-1235.1599,368.76514
2795.5,-1235.1738,368.7663
2796,-1235.1754,368.76733
2796.5,-1235.174,368.7683
2797,-1235.184,368.76947
2797.5,-1235.2001,368.7707
2798,-1235.2102,368.7717
2798.5,-1235.2228,368.77264
2799,-1235.1946,368.77353
2799.5,-1235.1403,368.77438
2800,-1235.1317,368.77554
2800.5,-1235.1382,368.77673
2801,-1235.1199,368.7776
2801.5,-1235.1002,368.77863
2802,-1235.1102,368.7796
2802.5,-1235.0907,368.78033
2803,-1235.0753,368.78116
2803.5,-1235.0846,368.7825
2804,-1235.0762,368.78366
2804.5,-1235.1068,368.78485
2805,-1235.1165,368.78598
2805.5,-1235.1184,368.78702
2806,-1235.1003,368.78787
2806.5,-1235.1206,368.78882
2807,-1235.1273,368.78983
2807.5,-1235.1567,368.79083
2808,-1235.1415,368.79175
2808.5,-1235.1357,368.79263
2809,-1235.1302,368.79355
2809.5,-1235.1288,368.7946
2810,-1235.0978,368.79547
2810.5,-1235.0869,368.79657
2811,-1235.0625,368.79758
2811.5,-1235.0865,368.79858
2812,-1235.049,368.7993
2812.5,-1235.0726,368.80017
2813,-1235.0763,368.8012
2813.5,-1235.0781,368.80225
2814,-1235.0942,368.80322
2814.5,-1235.1,368.80423
2815,-1235.1644,368.80548
2815.5,-1235.1262,368.80643
2816,-1235.0958,368.80722
2816.5,-1235.0685,368.80872
2817,-1235.0391,368.80978
2817.5,-1235.0399,368.81082
2818,-1235.0369,368.81168
2818.5,-1234.9961,368.8128
2819,-1234.9467,368.81354
2819.5,-1234.9794,368.8146
2820,-1234.9705,368.81567
2820.5,-1234.943,368.81662
2821,-1234.925,368.81738
2821.5,-1234.9205,368.81818
2822,-1234.9388,368.81912
2822.5,-1234.9652,368.82022
2823,-1234.9443,368.82123
2823.5,-1234.9462,368.82242
2824,-1234.9813,368.82397
2824.5,-1234.9806,368.82498
2825,-1234.9738,368.826
2825.5,-1234.949,368.827
2826,-1234.9658,368.82816
2826.5,-1234.9998,368.82928
2827,-1235.0183,368.8303
2827.5,-1235.0137,368.83124
2828,-1235.0164,368.8322
2828.5,-1235.0327,368.8333
2829,-1235.0497,368.8343
2829.5,-1235.0686,368.83533
2830,-1235.0779,368.8364
2830.5,-1235.0673,368.8375
2831,-1235.1052,368.83878
2831.5,-1235.0972,368.8399
2832,-1235.1075,368.8411
2832.5,-1235.159,368.84247
2833,-1235.1573,368.84335
2833.5,-1235.1605,368.84442
2834,-1235.1698,368.84555
2834.5,-1235.1823,368.84674
2835,-1235.1571,368.8478
2835.5,-1235.1791,368.84897
2836,-1235.2041,368.85013
2836.5,-1235.231,368.85132
2837,-1235.2356,368.85242
2837.5,-1235.2135,368.85324
2838,-1235.1794,368.85422
2838.5,-1235.1233,368.85504
2839,-1235.1697,368.85626
2839.5,-1235.1917,368.8574
2840,-1235.182,368.85828
2840.5,-1235.1906,368.8591
2841,-1235.184,368.86014
2841.5,-1235.2002,368.8613
2842,-1235.2134,368.86234
2842.5,-1235.2439,368.86343
2843,-1235.2465,368.86447
2843.5,-1235.2808,368.86548
2844,-1235.2904,368.8666
2844.5,-1235.3043,368.86783
2845,-1235.289,368.86905
2845.5,-1235.3033,368.8701
2846,-1235.2931,368.87115
2846.5,-1235.2664,368.87207
2847,-1235.2664,368.8731
2847.5,-1235.2892,368.87445
2848,-1235.2988,368.87546
2848.5,-1235.3228,368.87643
2849,-1235.2904,368.87732
2849.5,-1235.2971,368.87866
2850,-1235.3118,368.8799
2850.5,-1235.3198,368.88104
2851,-1235.3429,368.8822
2851.5,-1235.3507,368.88324
2852,-1235.3324,368.8842
2852.5,-1235.2693,368.88513
2853,-1235.2548,368.88623
2853.5,-1235.2454,368.88733
2854,-1235.2477,368.88855
2854.5,-1235.2567,368.8896
2855,-1235.2423,368.8904
2855.5,-1235.2437,368.89133
2856,-1235.2552,368.8925
2856.5,-1235.2596,368.89355
2857,-1235.2566,368.89447
2857.5,-1235.2437,368.89532
2858,-1235.2258,368.89636
2858.5,-1235.2228,368.89722
2859,-1235.2386,368.89816
2859.5,-1235.2051,368.89914
2860,-1235.226,368.90027
2860.5,-1235.238,368.90128
2861,-1235.2524,368.90247
2861.5,-1235.2677,368.90363
2862,-1235.2845,368.90445
2862.5,-1235.2202,368.905
2863,-1235.2368,368.90616
2863.5,-1235.2256,368.9073
2864,-1235.2291,368.90833
2864.5,-1235.2411,368.9094
2865,-1235.1991,368.91003
2865.5,-1235.1758,368.91095
2866,-1235.1769,368.912
2866.5,-1235.1987,368.91312
2867,-1235.2018,368.91415
2867.5,-1235.2122,368.91516
2868,-1235.2466,368.91626
2868.5,-1235.2688,368.91745
2869,-1235.2379,368.91837
2869.5,-1235.2555,368.91937
2870,-1235.2484,368.92047
2870.5,-1235.2108,368.92148
2871,-1235.1812,368.92236
2871.5,-1235.1654,368.92313
2872,-1235.1655,368.92465
2872.5,-1235.1489,368.9257
2873,-1235.118,368.9267
2873.5,-1235.1241,368.92764
2874,-1235.0947,368.92853
2874.5,-1235.0885,368.92947
2875,-1235.1057,368.93045
2875.5,-1235.1127,368.93167
2876,-1235.0922,368.93256
2876.5,-1235.0903,368.93338
2877,-1235.0957,368.93454
2877.5,-1235.0984,368.9356
2878,-1235.1062,368.93674
2878.5,-1235.124,368.93802
2879,-1235.1348,368.93918
2879.5,-1235.1508,368.9404
2880,-1235.1669,368.9414
2880.5,-1235.1816,368.94263
2881,-1235.1993,368.94363
2881.5,-1235.2025,368.9447
2882,-1235.1716,368.9455
2882.5,-1235.1898,368.94662
2883,-1235.1865,368.94772
2883.5,-1235.1577,368.94858
2884,-1235.161,368.9497
2884.5,-1235.1803,368.95087
2885,-1235.209,368.95203
2885.5,-1235.268,368.9533
2886,-1235.2666,368.95422
2886.5,-1235.2866,368.95535
2887,-1235.2784,368.95654
2887.5,-1235.2611,368.95767
2888,-1235.2612,368.95877
2888.5,-1235.2554,368.96
2889,-1235.2936,368.96106
2889.5,-1235.3159,368.9622
2890,-1235.3054,368.9633
2890.5,-1235.2864,368.96423
2891,-1235.3301,368.96542
2891.5,-1235.338,368.9666
2892,-1235.3455,368.96783
2892.5,-1235.3787,368.9691
2893,-1235.3607,368.96985
2893.5,-1235.3605,368.97086
2894,-1234.7654,368.96393
2894.5,-1234.7101,368.9643
2895,-1234.7074,368.9652
2895.5,-1234.7379,368.9665
2896,-1234.7649,368.96765
2896.5,-1234.7832,368.96884
2897,-1234.8025,368.96982
2897.5,-1234.8182,368.9708
2898,-1234.8236,368.97183
2898.5,-1234.8024,368.97266
2899,-1234.8153,368.97388
2899.5,-1234.8282,368.975
2900,-1234.8043,368.97595
2900.5,-1234.8026,368.977
2901,-1234.7922,368.9783
2901.5,-1234.7825,368.97937
2902,-1234.7609,368.98038
2902.5,-1234.7709,368.98135
2903,-1234.7672,368.98236
2903.5,-1234.7726,368.98355
2904,-1234.7594,368.98465
2904.5,-1234.7635,368.98566
2905,-1234.7906,368.9868
2905.5,-1234.7932,368.98785
2906,-1234.8193,368.98877
2906.5,-1234.8213,368.9898
2907,-1234.8401,368.99152
2907.5,-1234.7919,368.99243
2908,-1234.7902,368.9937
2908.5,-1234.7687,368.9947
2909,-1234.7448,368.99542
2909.5,-1234.7438,368.99643
2910,-1234.7513,368.99747
2910.5,-1234.7562,368.9985
2911,-1234.7463,368.99927
2911.5,-1234.7542,369.00034
2912,-1234.7407,369.0012
2912.5,-1234.7513,369.00238
2913,-1234.7777,369.00333
2913.5,-1234.7893,369.0045
2914,-1234.7755,369.0055
2914.5,-1234.7535,369.0063
2915,-1234.7006,369.00702
2915.5,-1234.703,369.00797
2916,-1234.727,369.0089
2916.5,-1234.6998,369.00992
2917,-1234.6765,369.0109
2917.5,-1234.6775,369.01193
2918,-1234.6624,369.01312
2918.5,-1234.6636,369.0142
