Time,Battery inverter.Idc_bat,Battery inverter.Vdc_bat
1381,-1231.4255,366.0543
1381.5,-1231.4268,366.0552
1382,-1231.3936,366.0559
1382.5,-1231.3713,366.0567
1383,-1231.3617,366.0574
1383.5,-1231.3639,366.05826
1384,-1231.3552,366.05923
1384.5,-1231.3367,366.06042
1385,-1231.274,366.06107
1385.5,-1231.2578,366.0618
1386,-1231.2755,366.06274
1386.5,-1231.2819,366.06366
1387,-1231.2891,366.06445
1387.5,-1231.277,366.0655
1388,-1231.2936,366.06668
1388.5,-1231.3671,366.0677
1389,-1231.3594,366.0685
1389.5,-1231.362,366.0695
1390,-1231.378,366.07062
1390.5,-1231.3779,366.07153
1391,-1231.367,366.07233
1391.5,-1231.3536,366.07306
1392,-1231.3663,366.07385
1392.5,-1231.3984,366.075
1393,-1231.4016,366.07593
1393.5,-1231.4025,366.07687
1394,-1231.4299,366.07785
1394.5,-1231.4384,366.07886
1395,-1231.4452,366.07983
1395.5,-1231.4406,366.08078
1396,-1231.4615,366.08176
1396.5,-1231.4629,366.08273
1397,-1231.5011,366.084
1397.5,-1231.484,366.08496
1398,-1231.4974,366.08606
1398.5,-1231.5077,366.087
1399,-1231.519,366.08807
1399.5,-1231.5529,366.08923
1400,-1231.5536,366.09015
1400.5,-1231.5204,366.0911
1401,-1231.5122,366.092
1401.5,-1231.5328,366.09302
1402,-1231.5488,366.0941
1402.5,-1231.542,366.09506
1403,-1231.5273,366.09604
1403.5,-1231.5487,366.09705
1404,-1231.522,366.0978
1404.5,-1231.4983,366.09854
1405,-1231.5029,366.0994
1405.5,-1231.5116,366.10025
1406,-1231.5355,366.10123
1406.5,-1231.561,366.10236
1407,-1231.5461,366.1033
1407.5,-1231.5403,366.10434
1408,-1231.56,366.10544
1408.5,-1231.5867,366.1065
1409,-1231.5962,366.10745
1409.5,-1231.6062,366.10846
1410,-1231.5859,366.1093
1410.5,-1231.5925,366.1103
1411,-1231.5896,366.11127
1411.5,-1231.567,366.11215
1412,-1231.5724,366.113
1412.5,-1231.5806,366.11404
1413,-1231.5306,366.11456
1413.5,-1231.5194,366.1155
1414,-1231.4972,366.11636
1414.5,-1231.5131,366.11728
1415,-1231.5189,366.11816
1415.5,-1231.5223,366.11917
1416,-1231.5464,366.12018
1416.5,-1231.5615,366.12106
1417,-1231.5702,366.12195
1417.5,-1231.5414,366.12268
1418,-1231.5387,366.12332
1418.5,-1231.5477,366.12402
1419,-1231.5773,366.1249
1419.5,-1231.581,366.12582
1420,-1231.5826,366.12674
1420.5,-1231.6115,366.12778
1421,-1231.6351,366.12863
1421.5,-1231.6399,366.1294
1422,-1231.624,366.13037
1422.5,-1231.649,366.13147
1423,-1231.654,366.13242
1423.5,-1231.6394,366.13327
1424,-1231.6678,366.13416
1424.5,-1231.6705,366.13498
1425,-1231.6737,366.13577
1425.5,-1231.6741,366.1366
1426,-1231.6595,366.1375
1426.5,-1231.647,366.13852
1427,-1231.6266,366.13937
1427.5,-1231.6346,366.14038
1428,-1231.5815,366.1411
1428.5,-1231.55,366.14178
1429,-1231.572,366.14282
1429.5,-1231.5757,366.14362
1430,-1231.5686,366.14508
1430.5,-1231.5696,366.146
1431,-1231.5813,366.14685
1431.5,-1231.5706,366.14767
1432,-1231.5836,366.1485
1432.5,-1231.596,366.14954
1433,-1231.5798,366.15042
1433.5,-1231.551,366.15137
1434,-1231.5519,366.1521
1434.5,-1231.5193,366.15274
1435,-1231.5261,366.1536
1435.5,-1231.5482,366.15457
1436,-1231.5328,366.15524
1436.5,-1231.5559,366.1562
1437,-1231.5486,366.15698
1437.5,-1231.4894,366.15738
1438,-1231.362,366.15802
1438.5,-1231.3724,366.15897
1439,-1231.3921,366.15997
1439.5,-1231.3962,366.1607
1440,-1231.4017,366.16177
1440.5,-1231.394,366.16278
1441,-1231.395,366.16373
1441.5,-1231.4274,366.16486
1442,-1231.4596,366.16595
1442.5,-1231.4769,366.16693
1443,-1231.4851,366.1677
1443.5,-1231.4547,366.1685
1444,-1231.482,366.16965
1444.5,-1231.4875,366.1706
1445,-1231.4594,366.17123
1445.5,-1231.4738,366.17224
1446,-1231.5028,366.17334
1446.5,-1231.5502,366.17447
1447,-1231.561,366.1754
1447.5,-1231.5486,366.17615
1448,-1231.5466,366.17706
1448.5,-1231.5481,366.17798
1449,-1231.5569,366.17892
1449.5,-1231.5751,366.1799
1450,-1231.5623,366.18088
1450.5,-1231.5773,366.182
1451,-1231.5505,366.18292
1451.5,-1231.5471,366.18384
1452,-1231.5725,366.1847
1452.5,-1231.5868,366.18585
1453,-1231.6061,366.187
1453.5,-1231.6346,366.18817
1454,-1231.6244,366.18918
1454.5,-1231.6244,366.19016
1455,-1231.6238,366.19122
1455.5,-1231.6373,366.1923
1456,-1231.6744,366.19336
1456.5,-1231.6859,366.1943
1457,-1231.6656,366.19516
1457.5,-1231.6619,366.19595
1458,-1231.6715,366.19678
1458.5,-1231.6338,366.19748
1459,-1231.6185,366.19833
1459.5,-1231.6544,366.1994
1460,-1231.6643,366.20056
1460.5,-1231.6923,366.2017
1461,-1231.7079,366.20273
1461.5,-1231.719,366.2038
1462,-1231.7118,366.20477
1462.5,-1231.7231,366.2058
1463,-1231.736,366.2067
1463.5,-1231.7311,366.20758
1464,-1231.7095,366.20847
1464.5,-1231.7007,366.20935
1465,-1231.7219,366.21036
1465.5,-1231.712,366.21133
1466,-1231.7139,366.21225
1466.5,-1231.7023,366.21323
1467,-1231.7034,366.21414
1467.5,-1231.7109,366.21515
1468,-1231.6298,366.21573
1468.5,-1231.5881,366.21646
1469,-1231.5754,366.21722
1469.5,-1231.6104,366.21826
1470,-1231.6185,366.2192
1470.5,-1231.6498,366.22018
1471,-1231.6534,366.22092
1471.5,-1231.688,366.22186
1472,-1231.688,366.2227
1472.5,-1231.6912,366.22348
1473,-1231.7166,366.2244
1473.5,-1231.7168,366.22522
1474,-1231.6963,366.22583
1474.5,-1231.6884,366.22656
1475,-1231.6877,366.22748
1475.5,-1231.7018,366.2285
1476,-1231.7212,366.22952
1476.5,-1231.751,366.2306
1477,-1231.7362,366.2314
1477.5,-1231.7706,366.23227
1478,-1231.7765,366.233
1478.5,-1231.7678,366.234
1479,-1231.802,366.23514
1479.5,-1231.7802,366.23587
1480,-1231.7632,366.23706
1480.5,-1231.7771,366.23798
1481,-1231.727,366.2386
1481.5,-1231.698,366.23944
1482,-1231.6632,366.2402
1482.5,-1231.6494,366.2409
1483,-1231.6759,366.24167
1483.5,-1231.6882,366.24255
1484,-1231.6979,366.24347
1484.5,-1231.6908,366.24445
1485,-1231.7091,366.24545
1485.5,-1231.712,366.2471
1486,-1231.704,366.2481
1486.5,-1231.7081,366.24884
1487,-1231.7076,366.24973
1487.5,-1231.6963,366.2507
1488,-1231.6969,366.25165
1488.5,-1231.6984,366.25256
1489,-1231.6387,366.25308
1489.5,-1231.6089,366.2538
1490,-1231.6362,366.25473
1490.5,-1231.6185,366.2555
1491,-1231.5459,366.2561
1491.5,-1231.5499,366.25696
1492,-1231.5652,366.25754
1492.5,-1231.5593,366.25806
1493,-1231.5529,366.259
1493.5,-1231.5474,366.26016
1494,-1231.5221,366.261
1494.5,-1231.5354,366.26184
1495,-1231.5431,366.26282
1495.5,-1231.5596,366.26398
1496,-1231.5586,366.26498
1496.5,-1231.557,366.26587
1497,-1231.5485,366.26666
1497.5,-1231.563,366.2675
1498,-1231.5671,366.26834
1498.5,-1231.6068,366.26962
1499,-1231.6105,366.27063
1499.5,-1231.6328,366.27155
1500,-1231.6642,366.27264
1500.5,-1231.6791,366.27365
1501,-1231.6533,366.27448
1501.5,-1231.6611,366.27542
1502,-1231.679,366.2764
1502.5,-1231.6934,366.27725
1503,-1231.6703,366.27808
1503.5,-1231.6772,366.27908
1504,-1231.7031,366.28012
1504.5,-1231.6742,366.28098
1505,-1231.6635,366.2819
1505.5,-1231.6724,366.28293
1506,-1231.6627,366.2839
1506.5,-1231.6746,366.2848
1507,-1231.6572,366.2858
1507.5,-1231.6982,366.2871
1508,-1231.7164,366.28824
1508.5,-1231.7451,366.2894
1509,-1231.7552,366.29044
1509.5,-1231.7444,366.29132
1510,-1231.7406,366.2922
1510.5,-1231.762,366.2932
1511,-1231.7585,366.294
1511.5,-1231.7627,366.29477
1512,-1231.7487,366.2957
1512.5,-1231.7614,366.29663
1513,-1231.7954,366.29773
1513.5,-1231.814,366.29886
1514,-1231.8159,366.2998
1514.5,-1231.8424,366.30078
1515,-1231.8156,366.30185
1515.5,-1231.8157,366.30283
1516,-1231.8646,366.30396
1516.5,-1231.8652,366.30487
1517,-1231.8455,366.3057
1517.5,-1231.8579,366.3067
1518,-1231.8422,366.30765
1518.5,-1231.8457,366.3087
1519,-1231.8501,366.30966
1519.5,-1231.8528,366.31058
1520,-1231.8544,366.3115
1520.5,-1231.8558,366.3124
1521,-1231.8363,366.31326
1521.5,-1231.8207,366.3142
1522,-1231.7628,366.315
1522.5,-1231.7334,366.31583
1523,-1231.7427,366.31668
1523.5,-1231.7216,366.3175
1524,-1231.7599,366.31842
1524.5,-1231.7653,366.3193
1525,-1231.7875,366.32025
1525.5,-1231.7902,366.32095
1526,-1231.8011,366.32172
1526.5,-1231.8063,366.3225
1527,-1231.8043,366.3234
1527.5,-1231.7885,366.324
1528,-1231.7874,366.3249
1528.5,-1231.8025,366.32593
1529,-1231.8175,366.32684
1529.5,-1231.8286,366.32785
1530,-1231.8118,366.32855
1530.5,-1231.8081,366.32938
1531,-1231.8027,366.33044
1531.5,-1231.8005,366.33145
1532,-1231.8315,366.33234
1532.5,-1231.852,366.33325
1533,-1231.8683,366.3341
1533.5,-1231.8654,366.335
1534,-1231.8696,366.3359
1534.5,-1231.8728,366.33694
1535,-1231.8278,366.3378
1535.5,-1231.777,366.33847
1536,-1231.8002,366.33896
1536.5,-1231.8063,366.33975
1537,-1231.803,366.34076
1537.5,-1231.7924,366.34174
1538,-1231.804,366.3426
1538.5,-1231.8181,366.3437
1539,-1231.8098,366.34467
1539.5,-1231.8108,366.34558
1540,-1231.8124,366.3465
1540.5,-1231.8295,366.34744
1541,-1231.8356,366.349
1541.5,-1231.805,366.3498
1542,-1231.7998,366.35062
1542.5,-1231.8007,366.35153
1543,-1231.8021,366.35245
1543.5,-1231.7504,366.3531
1544,-1231.7029,366.35388
1544.5,-1231.6693,366.35468
1545,-1231.6814,366.3556
1545.5,-1231.6854,366.3562
1546,-1231.6746,366.35715
1546.5,-1231.6578,366.35785
1547,-1231.6735,366.35873
1547.5,-1231.6854,366.35953
1548,-1231.6669,366.36005
1548.5,-1231.6816,366.36108
1549,-1231.6981,366.36218
1549.5,-1231.6875,366.36316
1550,-1231.6743,366.36392
1550.5,-1231.676,366.36484
1551,-1231.6776,366.36575
1551.5,-1231.6768,366.36655
1552,-1231.6879,366.36752
1552.5,-1231.7372,366.3687
1553,-1231.7472,366.36972
1553.5,-1231.749,366.37064
1554,-1231.7699,366.3717
1554.5,-1231.7834,366.3727
1555,-1231.7883,366.37366
1555.5,-1231.8107,366.37473
1556,-1231.8082,366.37567
1556.5,-1231.7858,366.37653
1557,-1231.8008,366.3775
1557.5,-1231.8058,366.37833
1558,-1231.7944,366.37918
1558.5,-1231.7953,366.3801
1559,-1231.7887,366.38107
1559.5,-1231.7859,366.382
1560,-1231.7874,366.3829
1560.5,-1231.797,366.384
1561,-1231.7882,366.38516
1561.5,-1231.7997,366.38626
1562,-1231.8127,366.3872
1562.5,-1231.8004,366.38812
1563,-1231.8174,366.38934
1563.5,-1231.8412,366.39032
1564,-1231.8464,366.39124
1564.5,-1231.845,366.39212
1565,-1231.8641,366.3929
1565.5,-1231.8861,366.3939
1566,-1231.8751,366.39484
1566.5,-1231.9121,366.39603
1567,-1231.9175,366.39697
1567.5,-1231.9321,366.398
1568,-1231.942,366.39908
1568.5,-1231.9396,366.4001
1569,-1231.93,366.40094
1569.5,-1231.9415,366.4018
1570,-1231.9457,366.40262
1570.5,-1231.9935,366.4038
1571,-1232.0105,366.405
1571.5,-1232.0165,366.40613
1572,-1231.9912,366.40695
1572.5,-1231.975,366.40778
1573,-1231.9636,366.40875
1573.5,-1231.9634,366.40967
1574,-1231.9716,366.4107
1574.5,-1231.973,366.41162
1575,-1231.948,366.4125
1575.5,-1231.9412,366.41342
1576,-1231.9194,366.41425
1576.5,-1231.9182,366.41513
1577,-1231.9324,366.41595
1577.5,-1231.941,366.41684
1578,-1231.8973,366.41757
1578.5,-1231.9082,366.41855
1579,-1231.9443,366.4196
1579.5,-1231.9448,366.4204
1580,-1231.9374,366.42114
1580.5,-1231.9294,366.4217
1581,-1231.9225,366.42255
1581.5,-1231.8948,366.42322
1582,-1231.8914,366.42407
1582.5,-1231.9006,366.425
1583,-1231.9156,366.42603
1583.5,-1231.8982,366.4269
1584,-1231.9045,366.42792
1584.5,-1231.9225,366.42908
1585,-1231.945,366.43002
1585.5,-1231.922,366.43085
1586,-1231.8845,366.43127
1586.5,-1231.8823,366.43234
1587,-1231.9154,366.4333
1587.5,-1231.9247,366.4342
1588,-1231.9401,366.4353
1588.5,-1231.8708,366.43594
1589,-1231.9103,366.4367
1589.5,-1231.9207,366.4372
1590,-1231.9221,366.43808
1590.5,-1231.9143,366.43906
1591,-1231.9382,366.43985
1591.5,-1231.9437,366.44098
1592,-1231.9438,366.44193
1592.5,-1231.9227,366.44275
1593,-1231.9209,366.4437
1593.5,-1231.929,366.44458
1594,-1231.9258,366.44565
1594.5,-1231.9187,366.44647
1595,-1231.9391,366.4473
1595.5,-1231.9221,366.4483
1596,-1231.9102,366.4492
1596.5,-1231.8591,366.45023
1597,-1231.8019,366.45114
1597.5,-1231.7958,366.4521
1598,-1231.841,366.4532
1598.5,-1231.8397,366.45413
1599,-1231.8184,366.4549
1599.5,-1231.8088,366.45575
1600,-1231.8232,366.45663
1600.5,-1231.8374,366.45746
1601,-1231.833,366.45828
1601.5,-1231.7947,366.45886
1602,-1231.769,366.4597
1602.5,-1231.8026,366.46082
1603,-1231.7935,366.46164
1603.5,-1231.7656,366.46252
1604,-1231.7869,366.46332
1604.5,-1231.8241,366.4643
1605,-1231.85,366.46518
1605.5,-1231.8599,366.466
1606,-1231.8506,366.4668
1606.5,-1231.8525,366.46768
1607,-1231.8625,366.4689
1607.5,-1231.8625,366.46985
1608,-1231.856,366.47083
1608.5,-1231.8914,366.4719
1609,-1231.8973,366.47284
1609.5,-1231.9081,366.47388
1610,-1231.9104,366.4748
1610.5,-1231.9327,366.4758
1611,-1231.9141,366.47662
1611.5,-1231.9222,366.47757
1612,-1231.9352,366.4786
1612.5,-1231.8944,366.47934
1613,-1231.8988,366.4802
1613.5,-1231.9137,366.48135
1614,-1231.8993,366.48236
1614.5,-1231.9054,366.48325
1615,-1231.9155,366.48416
1615.5,-1231.9037,366.48532
1616,-1231.9122,366.48636
1616.5,-1231.9153,366.4873
1617,-1231.9053,366.48828
1617.5,-1231.8981,366.48914
1618,-1231.9004,366.48993
1618.5,-1231.9647,366.4911
1619,-1231.9865,366.49213
1619.5,-1231.9769,366.49304
1620,-1232.0107,366.4942
1620.5,-1232.0385,366.4954
1621,-1232.0441,366.49634
1621.5,-1232.0457,366.49728
1622,-1232.0436,366.4982
1622.5,-1232.0134,366.49884
1623,-1232.0468,366.4999
1623.5,-1232.0598,366.5008
1624,-1232.0497,366.50177
1624.5,-1232.0933,366.50308
1625,-1232.1079,366.50418
1625.5,-1232.0927,366.50504
1626,-1232.0887,366.50592
1626.5,-1232.1201,366.50705
1627,-1232.124,366.508
1627.5,-1232.0887,366.50888
1628,-1232.074,366.5098
1628.5,-1232.0557,366.51068
1629,-1232.0771,366.51166
1629.5,-1232.1001,366.51266
1630,-1232.0972,366.51352
1630.5,-1232.0872,366.5144
1631,-1232.107,366.5153
1631.5,-1232.0908,366.51617
1632,-1232.0624,366.51703
1632.5,-1232.0521,366.5178
1633,-1232.0527,366.51868
1633.5,-1232.1046,366.51968
1634,-1232.0707,366.52036
1634.5,-1232.0486,366.5212
1635,-1232.0426,366.52188
1635.5,-1232.0437,366.52274
1636,-1232.0504,366.52362
1636.5,-1232.0428,366.52457
1637,-1232.0237,366.5254
1637.5,-1232.0381,366.52658
1638,-1232.0189,366.52734
1638.5,-1231.9861,366.52814
1639,-1231.9625,366.52893
1639.5,-1231.9775,366.53006
1640,-1232.0051,366.53094
1640.5,-1232.0005,366.5319
1641,-1232.0166,366.5329
1641.5,-1232.0123,366.53372
1642,-1231.9817,366.53424
1642.5,-1231.9877,366.53488
1643,-1231.9684,366.53555
1643.5,-1231.9485,366.53632
1644,-1231.9891,366.53735
1644.5,-1232.0154,366.53842
1645,-1232.0209,366.53934
1645.5,-1232.0419,366.5403
1646,-1232.0519,366.54123
1646.5,-1232.0593,366.5421
1647,-1232.05,366.54288
1647.5,-1232.0565,366.54376
1648,-1232.0419,366.54456
1648.5,-1232.0305,366.54553
1649,-1232.008,366.54633
1649.5,-1231.9906,366.54688
1650,-1231.9507,366.54773
1650.5,-1231.927,366.5487
1651,-1231.9857,366.54996
1651.5,-1231.9791,366.55096
1652,-1231.93,366.5522
1652.5,-1231.9263,366.55313
1653,-1231.9528,366.5541
1653.5,-1231.9672,366.5552
1654,-1231.9542,366.55606
1654.5,-1231.948,366.55695
1655,-1231.9242,366.55777
1655.5,-1231.9171,366.55844
1656,-1231.9192,366.55908
1656.5,-1231.9344,366.5601
1657,-1231.9258,366.56107
1657.5,-1231.9382,366.56207
1658,-1231.9678,366.56314
1658.5,-1231.9746,366.56393
1659,-1231.9506,366.5647
1659.5,-1231.9465,366.56555
1660,-1231.9391,366.56635
1660.5,-1231.9478,366.56723
1661,-1231.985,366.56827
1661.5,-1232.0084,366.5693
1662,-1232.0413,366.5703
1662.5,-1232.0299,366.57132
1663,-1232.0226,366.57227
1663.5,-1232.0502,366.5733
1664,-1232.0457,366.5742
1664.5,-1232.023,366.575
1665,-1232.0231,366.57593
1665.5,-1232.0245,366.57684
1666,-1232.0319,366.57785
1666.5,-1232.0386,366.57886
1667,-1232.0403,366.57977
1667.5,-1232.0168,366.5806
1668,-1232.0128,366.58157
1668.5,-1231.9907,366.58252
1669,-1232.0311,366.58356
1669.5,-1232.0397,366.58456
1670,-1232.0255,366.58557
1670.5,-1232.0138,366.58643
1671,-1232.0071,366.58716
1671.5,-1232.0255,366.58823
1672,-1232.0393,366.5893
1672.5,-1232.0417,366.59024
1673,-1232.0396,366.59143
1673.5,-1232.0397,366.5925
1674,-1232.138,366.59375
1674.5,-1232.152,366.59467
1675,-1232.147,366.5955
1675.5,-1232.1486,366.59634
1676,-1232.1449,366.59726
1676.5,-1232.1453,366.59842
1677,-1232.1669,366.5994
1677.5,-1232.1732,366.60037
1678,-1232.175,366.6013
1678.5,-1232.1943,366.6023
1679,-1232.1993,366.6032
1679.5,-1232.1903,366.6042
1680,-1232.1912,366.60513
1680.5,-1232.1927,366.60605
1681,-1232.2115,366.6072
1681.5,-1232.2142,366.60822
1682,-1232.2338,366.60916
1682.5,-1232.2325,366.61
1683,-1232.236,366.61087
1683.5,-1232.226,366.61185
1684,-1232.2598,366.61298
1684.5,-1232.2402,366.61383
1685,-1232.2517,366.61472
1685.5,-1232.2203,366.6154
1686,-1232.197,366.6162
1686.5,-1232.1859,366.61703
1687,-1232.1704,366.61807
1687.5,-1232.1952,366.6191
1688,-1232.197,366.61987
1688.5,-1232.2069,366.6208
1689,-1232.1951,366.62164
1689.5,-1232.1797,366.6225
1690,-1232.198,366.6234
1690.5,-1232.1825,366.62415
1691,-1232.1854,366.6252
1691.5,-1232.122,366.62592
1692,-1232.1053,366.62677
1692.5,-1232.1254,366.62793
1693,-1232.1302,366.6289
1693.5,-1232.1226,366.62985
1694,-1232.1244,366.63065
1694.5,-1232.1029,366.6313
1695,-1232.0967,366.632
1695.5,-1232.0695,366.63263
1696,-1232.0487,366.6336
1696.5,-1232.0454,366.6343
1697,-1232.1122,366.63522
1697.5,-1232.0894,366.63593
1698,-1232.0646,366.6368
1698.5,-1232.0835,366.6378
1699,-1232.1187,366.63885
1699.5,-1232.1238,366.63977
1700,-1232.1234,366.6405
1700.5,-1232.1333,366.64136
1701,-1232.1431,366.64224
1701.5,-1232.145,366.64316
1702,-1232.1216,366.64383
1702.5,-1232.1097,366.64462
1703,-1232.0801,366.64545
1703.5,-1232.0818,366.64645
1704,-1232.0896,366.64743
1704.5,-1232.0726,366.6483
1705,-1232.0762,366.64923
1705.5,-1232.1019,366.65012
1706,-1232.1133,366.651
1706.5,-1232.0863,366.65192
1707,-1232.0856,366.65283
1707.5,-1232.0691,366.6543
1708,-1232.0479,366.65533
1708.5,-1232.0475,366.65625
1709,-1232.0549,366.65723
1709.5,-1232.0624,366.6582
1710,-1232.0674,366.65918
1710.5,-1232.062,366.6599
1711,-1232.0908,366.66092
1711.5,-1232.1112,366.66174
1712,-1232.1102,366.66257
1712.5,-1232.1066,366.66342
1713,-1232.1079,366.66434
1713.5,-1232.1036,366.66522
1714,-1232.0623,366.6661
1714.5,-1232.0461,366.66687
1715,-1232.1046,366.66818
1715.5,-1232.1171,366.66913
1716,-1232.1405,366.67014
1716.5,-1232.1641,366.67114
1717,-1232.1929,366.67212
1717.5,-1232.2032,366.673
1718,-1232.1729,366.67383
1718.5,-1232.1438,366.67468
1719,-1232.156,366.6757
1719.5,-1232.1534,366.67654
1720,-1232.1548,366.67746
1720.5,-1232.1537,366.67847
1721,-1232.1436,366.67938
1721.5,-1232.144,366.6803
1722,-1232.1456,366.6812
1722.5,-1232.1295,366.682
1723,-1232.1411,366.68298
1723.5,-1232.1229,366.68378
1724,-1232.1416,366.6848
1724.5,-1232.1351,366.68573
1725,-1232.163,366.6868
1725.5,-1232.1481,366.6878
1726,-1232.1475,366.68893
1726.5,-1232.1361,366.68982
1727,-1232.1559,366.69092
1727.5,-1232.1792,366.69193
1728,-1232.1833,366.69284
1728.5,-1232.2256,366.694
1729,-1232.265,366.6951
1729.5,-1232.245,366.6961
1730,-1232.2638,366.69696
1730.5,-1232.2756,366.69788
1731,-1232.2843,366.6989
1731.5,-1232.286,366.69983
1732,-1232.2932,366.70084
1732.5,-1232.314,366.70187
1733,-1232.3228,366.70282
1733.5,-1232.3037,366.70367
1734,-1232.316,366.7046
1734.5,-1232.3073,366.7056
1735,-1232.3103,366.70654
1735.5,-1232.3291,366.7074
1736,-1232.3414,366.70847
1736.5,-1232.3754,366.70953
1737,-1232.4021,366.71063
1737.5,-1232.4082,366.7116
1738,-1232.3783,366.71234
1738.5,-1232.3496,366.7131
1739,-1232.3542,366.71393
1739.5,-1232.3555,366.71487
1740,-1232.3406,366.71588
1740.5,-1232.3145,366.7167
1741,-1232.3041,366.71747
1741.5,-1232.2931,366.71844
1742,-1232.2982,366.7194
1742.5,-1232.3212,366.7205
1743,-1232.3512,366.7216
1743.5,-1232.3279,366.72235
1744,-1232.3367,366.7233
1744.5,-1232.2926,366.72412
1745,-1232.25,366.7247
1745.5,-1232.2714,366.7259
1746,-1232.2747,366.72684
1746.5,-1232.2627,366.72784
1747,-1232.2606,366.7287
1747.5,-1232.272,366.72958
1748,-1232.2842,366.73032
1748.5,-1232.2502,366.73096
1749,-1232.2106,366.7317
1749.5,-1232.2043,366.7327
1750,-1232.2261,366.7335
1750.5,-1232.2323,366.73422
1751,-1232.2047,366.7349
1751.5,-1232.1995,366.73578
1752,-1232.1837,366.73663
1752.5,-1232.1476,366.7373
1753,-1232.1448,366.73798
1753.5,-1232.1779,366.73892
1754,-1232.2064,366.73993
1754.5,-1232.2083,366.74097
1755,-1232.1885,366.74167
1755.5,-1232.176,366.74243
1756,-1232.1569,366.74323
1756.5,-1232.2075,366.74426
1757,-1232.2107,366.74524
1757.5,-1232.1854,366.7463
1758,-1232.1826,366.74698
1758.5,-1232.1906,366.74786
1759,-1232.2144,366.7489
1759.5,-1232.2158,366.74982
1760,-1232.229,366.7509
1760.5,-1232.2239,366.7518
1761,-1232.1852,366.75256
1761.5,-1232.1787,366.7534
1762,-1232.1787,366.7541
1762.5,-1232.2019,366.75507
1763,-1232.2007,366.75662
1763.5,-1232.2169,366.7578
1764,-1232.2096,366.75888
1764.5,-1232.2207,366.75986
1765,-1232.2336,366.7606
1765.5,-1232.2223,366.76154
1766,-1232.2284,366.76233
1766.5,-1232.1964,366.763
1767,-1232.1973,366.76395
1767.5,-1232.199,366.76486
1768,-1232.2295,366.766
1768.5,-1232.2443,366.76697
1769,-1232.2472,366.76813
1769.5,-1232.2601,366.7693
1770,-1232.2931,366.77023
1770.5,-1232.3068,366.7711
1771,-1232.2924,366.77197
1771.5,-1232.2611,366.77267
1772,-1232.2673,366.77368
1772.5,-1232.2827,366.77466
1773,-1232.2971,366.77563
1773.5,-1232.3169,366.7766
1774,-1232.2836,366.7775
1774.5,-1232.257,366.77835
1775,-1232.2577,366.77927
1775.5,-1232.2649,366.78018
1776,-1232.2695,366.7811
1776.5,-1232.2513,366.78174
1777,-1232.2837,366.7828
1777.5,-1232.2808,366.78375
1778,-1232.2856,366.78455
1778.5,-1232.2788,366.78546
1779,-1232.2677,366.78644
1779.5,-1232.2429,366.7875
1780,-1232.2653,366.78857
1780.5,-1232.2548,366.78946
1781,-1232.2689,366.79044
1781.5,-1232.2964,366.79147
1782,-1232.29,366.79245
1782.5,-1232.3096,366.79367
1783,-1232.3328,366.7949
1783.5,-1232.3129,366.79553
1784,-1232.3726,366.7968
1784.5,-1232.3857,366.79782
1785,-1232.3876,366.79877
1785.5,-1232.4004,366.79962
1786,-1232.4036,366.80054
1786.5,-1232.4052,366.80145
1787,-1232.4413,366.8024
1787.5,-1232.4122,366.80328
1788,-1232.4285,366.80426
1788.5,-1232.4377,366.80524
1789,-1232.4506,366.8063
1789.5,-1232.4788,366.80734
1790,-1232.4811,366.80826
1790.5,-1232.4912,366.8093
1791,-1232.4817,366.8101
1791.5,-1232.4792,366.811
1792,-1232.5105,366.81192
1792.5,-1232.4806,366.81277
1793,-1232.4421,366.8135
1793.5,-1232.4347,366.81427
1794,-1232.456,366.81546
1794.5,-1232.4463,366.8165
1795,-1232.4203,366.81732
1795.5,-1232.4216,366.81842
1796,-1232.449,366.81937
1796.5,-1232.4604,366.82034
1797,-1232.4481,366.82114
1797.5,-1232.4354,366.82217
1798,-1232.4177,366.823
1798.5,-1232.4191,366.82416
1799,-1232.4017,366.82507
1799.5,-1232.397,366.82593
1800,-1232.3789,366.82678
1800.5,-1232.3796,366.82767
1801,-1232.3827,366.82858
1801.5,-1232.398,366.82944
1802,-1232.3663,366.83008
1802.5,-1232.385,366.83096
1803,-1232.3727,366.83173
1803.5,-1232.376,366.83264
1804,-1232.3755,366.83328
1804.5,-1232.3754,366.8342
1805,-1232.3536,366.83502
1805.5,-1232.3385,366.83582
1806,-1232.3231,366.8366
1806.5,-1232.3279,366.8375
1807,-1232.301,366.83817
1807.5,-1232.2328,366.83875
1808,-1232.2188,366.83954
1808.5,-1232.1932,366.84024
1809,-1232.1915,366.841
1809.5,-1232.2191,366.84195
1810,-1232.2556,366.84317
1810.5,-1232.2694,366.84424
1811,-1232.2881,366.8451
1811.5,-1232.2936,366.846
1812,-1232.2904,366.84695
1812.5,-1232.3081,366.8479
1813,-1232.335,366.84882
1813.5,-1232.3325,366.84985
1814,-1232.326,366.85074
1814.5,-1232.3069,366.8516
1815,-1232.2808,366.85233
1815.5,-1232.2938,366.85327
1816,-1232.3379,366.85437
1816.5,-1232.3351,366.85532
1817,-1232.3463,366.85638
1817.5,-1232.3748,366.8573
1818,-1232.3859,366.8582
1818.5,-1232.3995,366.85974
1819,-1232.3785,366.86057
1819.5,-1232.3071,366.861
1820,-1232.3049,366.8619
1820.5,-1232.3123,366.8629
1821,-1232.3556,366.86404
1821.5,-1232.3687,366.86502
